timestamp,WQI8100XCL1.CPV,XI84201.PV,XI84202.PV,XI84123.PV,XI84124.PV,XI84125.PV,FX87211.CPV1,FIC87211.PV,FIC87211.SV,FX87211.P01,FI87208.PV,AIC88049.PV,ZI88001.PV,NIC88002.PV,PIC88007.PV,LIC88006.PV,AIC88055.PV,FIC88022.PV,DIC88023.PV,SI88033.PV,SI88034.PV,MQI88024.CPV,target
34491.0,872.5922,128.623,73.2616,0.06875,5.97812,33.2122,881.2166,4906.6,4906.3,19,32.59404,8.986556,-0.00577676,23.583,5.55137,25.3557,Scan Off,969.072,53.9493,0.08042545,67.2176,800.6688,54.9611
34492.0,917.7026,122.75,74.9437,0.06875,5.97812,33.2187,881.6138,4888.35,4909.47,19,32.24577,8.985065,-0.005627887,23.5961,5.53381,25.29416,Scan Off,970.027,53.9798,0.0792004,67.4185,801.7723,54.9341
34493.0,881.2944,121.281,75.7533,0.06875,5.97812,33.2187,882.0872,4919.98,4912.56,19,32.04462,8.985072,-0.005479014,23.6031,5.54054,25.23263,Scan Off,971.566,53.99353,0.0816789,67.6661,803.2952,54.92201
34494.0,890.6572,123.754,75.0106,0.06875,5.97812,33.2187,882.5605,4865.41,4914.08,19,32.14061,8.98997,-0.005760236,23.6198,5.37882,25.22629,Scan Off,972.334,53.9941,0.0795063,67.4569,804.4122,54.9303
34495.0,896.5532,126.905,73.9648,0.06875,5.97812,33.2187,883.0338,4926.41,4915.62,19,32.05154,8.987725,-0.005590272,23.6562,5.43548,25.23009,Scan Off,972.523,53.9699,0.080416,67.0663,803.7197,54.9464
34496.0,888.0592,129.531,73.2216,0.06875,5.97812,33.2187,883.5353,4897.64,4918.91,19,31.99855,8.98318,-0.005420309,23.6618,5.48695,25.2339,Scan Off,971.278,53.9845,0.08050512,67.3058,802.7959,54.956
34497.0,900.866,134.126,71.7057,0.06875,5.97812,33.2187,885.6909,4894.67,4921.95,19,32.22593,8.985977,-0.005250345,23.66609,5.51123,25.23771,Scan Off,972.492,54.0274,0.08187161,67.7239,805.2484,54.9901
34498.0,857.756,134.643,71.4383,0.0718689,6.01328,33.4742,887.4691,4937.21,4926.8,19,32.21017,8.989779,-0.005080382,23.66352,5.45491,25.24151,Scan Off,976.696,54.0655,0.08178546,67.6597,810.223,55.00824
34499.0,874.6893,135.491,71.1122,0.0718689,6.01563,33.5587,888.7687,4887.19,4932.3,19,32.1146,8.98963,-0.004910418,23.6684,5.37834,25.24532,Scan Off,981.225,54.1101,0.0807632,67.7565,813.9306,55.0319
34500.0,894.6025,132.25,72.1491,0.0718689,6.01563,33.5587,890.4306,4938.13,4937.62,19,32.15656,8.991121,-0.004740455,23.6984,5.61983,25.24913,Scan Off,981.701,54.1368,0.0802574,68.0543,815.8542,55.05681
34501.0,885.5973,132.25,72.1675,0.0718689,6.01563,33.5587,892.2449,4940.22,4944.58,19,32.04763,8.992447,-0.004570491,23.7129,5.61064,25.25293,Scan Off,987.472,54.1849,0.0801707,67.9091,820.9714,55.0373
34502.0,893.795,132.717,71.9431,0.0718689,6.01563,33.5587,Scan Off,4969.4,4952.62,Scan Off,31.97341,8.993256,-0.004400528,23.7355,5.56986,25.25674,Scan Off,990.9,54.2276,0.08067,68.0744,824.4909,55.0161
34503.0,919.8474,130.711,72.6209,0.0718689,6.01563,33.5587,Scan Off,4965.955,4959.63,Scan Off,31.92622,8.993562,-0.004230564,23.7307,5.521167,25.26055,Scan Off,991.9765,54.2251,0.08000206,68.1301,824.3462,54.9651
34504.0,905.9821,127.492,73.6806,0.0718689,6.01563,33.5587,Scan Off,4959.01,4967.91,Scan Off,31.9828,9.004666,-0.005121964,23.72169,5.48625,25.29106,Scan Off,990.6515,54.2027,0.08012874,68.14204,823.9103,54.95066
34505.0,903.3605,128.374,73.322,0.0718689,6.01563,33.5587,Scan Off,4960.125,4975.08,Scan Off,31.97743,9.004033,-0.005237592,23.7537,5.44494,25.32169,Scan Off,986.195,54.1574,0.08173017,67.8319,820.0491,54.94443
34506.0,889.0175,126.538,74.0331,0.078125,6.01251,33.6937,Scan Off,4978.22,4982.34,Scan Off,31.91549,9.001644,-0.00535322,23.8134,5.47332,25.35231,Scan Off,983.304,54.1301,0.08142022,67.7082,817.6451,54.9198
34507.0,903.5635,125.685,74.2784,0.078125,6.01251,33.6937,Scan Off,4991.935,4987.41,Scan Off,31.95213,8.999864,-0.005468847,23.8553,5.485724,25.38294,Scan Off,984.725,54.1293,0.08033931,67.5612,817.4574,54.9122
34508.0,903.6183,125.688,74.2864,0.078125,6.01251,33.6937,Scan Off,4983.52,4993.83,Scan Off,31.9162,8.99426,-0.005584475,23.8561,5.45961,25.41357,Scan Off,984.461,54.14771,0.0812881,68.0342,818.556,54.9171
34509.0,893.1672,127.995,73.573,0.078125,6.01251,33.6937,Scan Off,5019.515,4998.79,Scan Off,32.11232,8.993163,-0.005700103,23.8435,5.397251,25.44419,Scan Off,986.023,54.15623,0.08050355,67.8148,820.3219,54.9348
34510.0,887.8314,128,73.5502,0.078125,6.01251,33.6937,Scan Off,5041.91,5003.5,Scan Off,32.22716,8.998513,-0.00581573,23.8773,5.48168,25.47482,Scan Off,989.243,54.15769,0.08064409,67.5825,821.7386,54.9613
34511.0,907.4733,128,73.5502,0.078125,6.01251,33.6937,Scan Off,5013.14,5006.56,Scan Off,32.19172,9.002807,-0.005931358,23.9174,5.595304,25.50544,Scan Off,989.827,54.1781,0.081236,67.5129,822.2019,54.9681
34512.0,903.6213,128,73.5502,0.078125,6.01251,33.6937,Scan Off,5026.68,5008.19,Scan Off,32.23367,9.001611,-0.006046986,23.92119,5.57481,25.5173,Scan Off,990.019,54.19512,0.08062624,67.6044,823.2898,54.94415
34513.0,897.1853,127.063,73.9131,0.071875,6.04062,34.2115,Scan Off,4995.11,5011.22,Scan Off,32.26347,8.99625,-0.006162614,23.9418,5.52783,25.5173,Scan Off,991.948,54.2064,0.0810882,67.6847,825.1476,54.9323
34514.0,907.3077,129.503,72.7769,0.071875,6.04062,34.2156,Scan Off,4976.03,5012.83,Scan Off,32.2374,8.99828,-0.006474907,23.93659,5.55047,Scan Off,Scan Off,988.802,54.1727,0.082765,67.662,822.427,54.9216
34515.0,850.7715,125.688,74.2927,0.071875,6.04062,34.2156,Scan Off,5008.5,5014.34,Scan Off,32.2095,9.00218,-0.002165448,23.9561,5.36161,Scan Off,Scan Off,988.759,54.15289,0.0803409,67.6466,820.476,54.9587
34516.0,871.0129,128.422,73.5914,0.071875,6.04062,34.2156,Scan Off,4997.58,5014.34,Scan Off,32.61423,9.00764,0.00494655,23.9997,5.4038,Scan Off,Scan Off,988.577,54.14259,0.08034225,67.3445,821.3787,54.97948
34517.0,879.9553,130.217,72.8341,0.071875,6.04062,34.2156,Scan Off,5004.86,5012.8,Scan Off,32.91363,9.00533,0.01205855,24.0281,5.46134,Scan Off,Scan Off,988.017,54.1413,0.0816675,67.2934,820.6879,54.9984
34518.0,871.4504,127.625,73.6254,0.071875,6.04062,34.2156,Scan Off,5047.23,5011.27,Scan Off,33.22997,9.000836,0.01917055,24.0722,5.48673,Scan Off,Scan Off,989.426,54.1745,0.08225884,67.5189,822.3469,55.0595
34519.0,880.2924,130.462,72.8699,0.071875,6.04062,34.2156,Scan Off,4975.2,5009.74,Scan Off,33.16357,9.00157,0.02628254,24.10123,5.47733,Scan Off,Scan Off,989.74,54.18838,0.0809941,67.743,825.0594,55.1054
34520.0,854.2746,126.012,73.9396,0.0811768,6.24863,34.3891,Scan Off,5020.43,5008.2,Scan Off,33.18827,9.00955,0.03339454,24.0994,5.44593,Scan Off,Scan Off,991.109,54.204,0.0810295,67.7497,825.9016,55.15
34521.0,857.452,125.905,74.272,0.0811768,6.2625,34.4464,Scan Off,5019.3,5003.46,Scan Off,32.7571,9.010422,0.04050654,24.1371,5.69351,Scan Off,Scan Off,993.251,54.19207,0.08102617,67.5862,825.72,55.1799
34522.0,851.3435,123.252,75.0562,0.0811768,6.2625,34.4464,Scan Off,4991.875,4998.87,Scan Off,32.0837,9.012107,0.04761854,24.1693,5.63731,Scan Off,Scan Off,990.8,54.18833,0.08135395,67.609,824.2091,55.18977
34523.0,857.0693,123.252,75.0768,0.0811768,6.2625,34.4464,Scan Off,4984.32,4992.31,Scan Off,32.05543,9.012354,0.05473053,24.1819,5.56679,Scan Off,Scan Off,992.628,54.1993,0.0817637,67.6655,825.7236,55.1907
34524.0,874.3879,119.803,75.9062,0.0811768,6.2625,34.4464,Scan Off,4977.59,4987.38,Scan Off,32.0129,9.009434,0.03848835,24.21263,5.50854,Scan Off,Scan Off,992.822,54.1795,0.08002813,67.6298,825.2737,55.1501
34525.0,874.0641,121.476,75.7196,0.0811768,6.2625,34.4464,Scan Off,4969.805,4982.6,Scan Off,31.99143,9.01474,-0.005719553,24.21825,5.33701,Scan Off,Scan Off,988.188,54.1348,0.08090405,67.4375,821.6584,55.13012
34526.0,892.611,125.955,74.5081,0.0811768,6.2625,34.4464,Scan Off,4981.6,4976.18,Scan Off,31.9958,9.008226,-0.005524886,24.2306,5.285,Scan Off,Scan Off,987.888,54.0685,0.0813133,66.7309,817.8973,55.1379
34527.0,877.8309,128.896,73.3144,0.0811768,6.2625,34.4464,Scan Off,4999.735,4973.09,Scan Off,32.10077,9.00613,-0.00533022,24.24478,5.32629,Scan Off,Scan Off,983.446,54.05129,0.08136315,66.79885,814.4914,55.12127
34528.0,887.7494,129.039,73.2082,0.071875,6.03482,33.9408,Scan Off,4932.47,4968.4,Scan Off,32.13517,9.002905,-0.005135554,24.2216,5.3507,Scan Off,Scan Off,982.458,54.0624,0.08171917,67.174,814.0555,55.11107
34529.0,877.1531,126.568,73.9441,0.071875,6.03482,33.9408,Scan Off,4976.63,4965.25,Scan Off,32.1345,9.000793,-0.004940887,24.2072,5.33497,Scan Off,Scan Off,983.875,54.07362,0.08165445,67.1454,815.8971,55.1024
34530.0,901.5574,126.501,74.0585,0.071875,6.03482,33.9408,Scan Off,4954.72,4963.74,Scan Off,32.22003,9.001364,-0.004746221,24.20584,5.24782,Scan Off,Scan Off,984.714,54.07195,0.0807633,67.046,816.1815,55.1147
34531.0,831.044,128.824,73.2581,0.071875,6.03482,33.9408,Scan Off,4958.7,4962.22,Scan Off,32.1743,9.001537,-0.004551555,24.18851,5.42293,Scan Off,Scan Off,986.925,54.06284,0.08094124,66.5839,816.5488,55.13874
34532.0,867.3545,128.159,73.441,0.071875,6.03482,33.9408,Scan Off,4934.14,4959.1,Scan Off,32.17111,8.997756,-0.004356889,24.1916,5.49738,Scan Off,Scan Off,985.052,54.0801,0.08217327,67.0063,816.2721,55.1189
34533.0,834.5692,129.044,73.2542,0.071875,6.03482,33.9408,Scan Off,4969.01,4956.04,Scan Off,31.988,8.992177,-0.004162222,24.1734,5.46348,Scan Off,Scan Off,987.239,54.1028,0.08194875,67.0587,Scan Off,55.0924
34534.0,841.7559,128.197,73.4245,0.071875,6.03482,33.9408,Scan Off,4985.56,4952.81,Scan Off,31.9847,8.990224,-0.00463128,Scan Off,5.40521,Scan Off,Scan Off,987.458,54.0984,0.08076644,67.0083,Scan Off,55.07797
34535.0,852.1429,126.813,73.8773,0.0688477,5.73125,32.9426,Scan Off,4949.28,4946.4,Scan Off,31.97057,8.9903,-0.005675694,Scan Off,5.421699,Scan Off,Scan Off,984.66,54.071,0.08215084,67.1246,Scan Off,55.0621
34536.0,847.1124,126.93,73.7695,0.0688477,5.73125,32.9426,Scan Off,4940.12,4940.14,Scan Off,32.02673,8.99195,-0.005348473,Scan Off,5.23172,Scan Off,Scan Off,984.21,54.0278,0.08205231,66.6055,Scan Off,55.0447
34537.0,861.9941,126.752,73.9367,0.0688477,5.73125,32.9426,Scan Off,4930.553,4931.91,Scan Off,31.97257,8.985559,-0.005021253,Scan Off,5.26939,Scan Off,Scan Off,980.982,53.9882,0.08114324,66.3426,Scan Off,55.0358
34538.0,853.5364,128.324,73.5484,0.0688477,5.73125,32.9426,Scan Off,4900.8,4925.61,Scan Off,32.13676,8.983454,-0.004694033,Scan Off,Scan Off,Scan Off,Scan Off,979.373,53.9942,0.081407,66.4311,Scan Off,55.02999
34539.0,885.6325,128.375,73.4193,0.0688477,5.73125,32.9426,Scan Off,4900.54,4917.59,Scan Off,32.18946,8.99164,-0.004366813,Scan Off,Scan Off,Scan Off,Scan Off,980.817,54.01945,0.0815126,66.7844,Scan Off,55.0154
34540.0,858.77,128.375,73.4193,0.0688477,5.73125,32.9426,Scan Off,4894.415,4911.19,Scan Off,32.0567,8.997133,-0.004039594,Scan Off,Scan Off,Scan Off,Scan Off,981.059,54.0292,0.080684,67.0408,Scan Off,54.99331
34541.0,868.2097,128.375,73.4193,0.0688477,5.73125,32.9426,Scan Off,4928.625,4904.62,Scan Off,32.24621,8.997058,-0.003712373,Scan Off,Scan Off,Scan Off,Scan Off,982.379,54.0325,0.0805106,66.7996,Scan Off,55.00298
34542.0,874.1194,126.035,74.1297,0.0718746,6.34517,34.968,Scan Off,4880.63,4899.61,Scan Off,32.0488,8.996943,-0.003385153,Scan Off,Scan Off,Scan Off,Scan Off,982.847,54.0414,0.0824205,66.7865,Scan Off,55.00216
34543.0,904.8241,124.645,74.6212,0.0718746,6.35,35.1021,Scan Off,4881.01,4893.16,Scan Off,32.05383,8.992238,-0.003057933,Scan Off,Scan Off,Scan Off,Scan Off,983.766,54.0761,0.08107273,67.0118,Scan Off,54.9692
34544.0,833.5266,123,75.1699,0.0718746,6.35,35.1021,Scan Off,4876.25,4887.07,Scan Off,32.03164,8.9917,-0.003929523,Scan Off,Scan Off,Scan Off,Scan Off,987.702,54.10068,0.08186065,67.0211,Scan Off,54.93863
34545.0,878.1431,123,75.1776,0.0718746,6.35,35.1021,Scan Off,4857.478,4880.16,Scan Off,31.9402,8.999893,-0.006157141,Scan Off,Scan Off,Scan Off,Scan Off,986.73,54.0841,0.0812059,67.0683,Scan Off,54.94855
34546.0,870.2585,125.348,74.5646,0.0718746,6.35,35.1021,Scan Off,4885.035,4875.2,Scan Off,32.38417,9.00258,-0.006065747,Scan Off,Scan Off,Scan Off,Scan Off,985.882,54.0583,0.08069795,66.8954,Scan Off,54.9228
34547.0,855.2711,126.358,74.0679,0.0718746,6.35,35.1021,Scan Off,4848.37,4870.49,Scan Off,32.8986,8.999667,-0.005974354,Scan Off,Scan Off,Scan Off,Scan Off,984.644,54.0421,0.08120569,66.7019,Scan Off,54.88962
34548.0,827.5613,125.424,74.3077,0.0718746,6.35,35.1021,Scan Off,4846.2,4865.69,Scan Off,32.95737,9.00359,-0.00588296,Scan Off,Scan Off,Scan Off,Scan Off,981.944,54.0296,0.0817612,66.7419,Scan Off,54.9146
34549.0,850.1928,125.637,74.4088,0.0718746,6.35,35.1021,Scan Off,4893.93,4859.43,Scan Off,32.8313,9.00395,-0.005791566,Scan Off,Scan Off,Scan Off,Scan Off,985.376,54.0584,0.08119997,66.75,Scan Off,54.955
34550.0,850.6319,128.262,73.4914,0.0718746,6.17192,34.4219,Scan Off,4855.31,4854.23,Scan Off,32.79867,8.997642,-0.005700172,Scan Off,Scan Off,Scan Off,Scan Off,984.425,54.0745,0.08141544,67.1008,Scan Off,55.0082
34551.0,887.2011,123.968,74.7419,0.0718746,6.17192,34.4219,Scan Off,4848.78,4847.96,Scan Off,32.85983,8.997394,-0.005608778,Scan Off,Scan Off,Scan Off,Scan Off,988.174,54.0884,0.08139207,66.9013,Scan Off,55.0083
34552.0,892.8881,123.876,74.8864,0.0718746,6.17192,34.4219,Scan Off,4853.28,4844.75,Scan Off,32.0379,8.998676,-0.005517385,Scan Off,Scan Off,Scan Off,Scan Off,990.908,54.1109,0.0818988,66.7876,Scan Off,55.051
34553.0,880.8024,121.168,75.6775,0.0718746,6.17192,34.4219,Scan Off,4846.26,4843.23,Scan Off,32.0494,8.997507,-0.005425991,Scan Off,Scan Off,Scan Off,Scan Off,988.321,54.104,0.08152047,66.8158,Scan Off,55.0893
34554.0,860.4711,119.755,76.3006,0.0718746,6.17192,34.4219,Scan Off,4812.01,4843.23,Scan Off,32.13253,9.00077,-0.005933993,Scan Off,Scan Off,Scan Off,Scan Off,990.861,54.1456,0.08089207,67.2686,Scan Off,55.0665
34555.0,866.1013,122.287,75.4313,0.0718746,6.17192,34.4219,Scan Off,4841.72,4843.23,Scan Off,32.1307,9.00431,-0.00709102,Scan Off,Scan Off,Scan Off,Scan Off,993.958,54.17904,0.08156732,67.5256,Scan Off,55.0389
34556.0,871.9645,130.42,73.2126,0.0718746,6.17192,34.4219,Scan Off,4809.94,4841.72,Scan Off,32.405,9.008183,-0.007074071,Scan Off,Scan Off,Scan Off,Scan Off,994.653,54.1664,0.08250475,67.3905,Scan Off,54.9898
34557.0,860.5426,136.047,71.0593,0.0718746,6.21562,34.7338,Scan Off,4831.02,4841.72,Scan Off,32.678,8.99959,-0.007057121,Scan Off,Scan Off,Scan Off,Scan Off,992.818,54.1256,0.0820371,66.8568,Scan Off,54.97257
34558.0,859.4827,135.606,70.9993,0.0718746,6.21562,34.7338,Scan Off,4855.55,4840.21,Scan Off,32.5334,9.00482,-0.007040172,Scan Off,Scan Off,Scan Off,Scan Off,989.118,54.09177,0.0812468,66.5975,Scan Off,54.99117
34559.0,858.0338,136.062,70.9382,0.0718746,6.21562,34.7338,Scan Off,4833.79,4837.13,Scan Off,32.38863,9.007199,-0.007023222,Scan Off,Scan Off,Scan Off,Scan Off,988.013,54.10667,0.08071923,67.1062,Scan Off,54.99514
34560.0,888.3979,137.395,70.5977,0.0718746,6.21562,34.7338,Scan Off,4860.46,4835.59,Scan Off,32.12976,9.00705,-0.007006273,Scan Off,Scan Off,Scan Off,Scan Off,990.846,54.11776,0.0815909,66.9464,Scan Off,55.0125
34561.0,839.9492,132.816,72.0091,0.0718746,6.21562,34.7338,Scan Off,4819.7,4832.57,Scan Off,32.20903,9.009847,-0.006989324,Scan Off,Scan Off,Scan Off,Scan Off,989.508,54.1102,0.0818956,67.071,Scan Off,55.01435
34562.0,859.3398,130.303,72.8038,0.0718746,6.21562,34.7338,Scan Off,4832.38,4829.41,Scan Off,32.25577,9.013469,-0.006972374,Scan Off,Scan Off,Scan Off,Scan Off,991.34,54.1248,0.08170156,67.1299,Scan Off,55.0282
34563.0,852.8855,130.125,72.78,0.0718746,6.21562,34.7338,Scan Off,4849.14,4827.85,Scan Off,32.09003,9.00976,-0.006955424,Scan Off,Scan Off,Scan Off,Scan Off,993.086,54.14267,0.08132385,67.1431,Scan Off,55.02895
34564.0,849.0704,129.63,73.0459,0.0656254,5.72883,33.3779,Scan Off,4838.75,4826.33,Scan Off,32.2822,9.013463,-0.006351816,Scan Off,Scan Off,Scan Off,Scan Off,994.13,54.1537,0.08135869,66.8386,Scan Off,54.9946
34565.0,875.8591,129.736,73.0299,0.0656254,5.725,33.2882,Scan Off,4841.17,4826.33,Scan Off,32.2497,9.00765,-0.005209301,Scan Off,Scan Off,Scan Off,Scan Off,995.705,54.16826,0.08218382,67.077,Scan Off,54.96857
34566.0,867.6301,126.189,74.1265,0.0656254,5.725,33.2882,Scan Off,4829.41,4824.81,Scan Off,32.2233,9.007393,-0.005263978,Scan Off,Scan Off,Scan Off,Scan Off,995.537,54.1439,0.0833172,66.9693,Scan Off,54.9462
34567.0,883.0775,126.189,74.1485,0.0656254,5.725,33.2882,Scan Off,4835.43,4824.81,Scan Off,32.38517,9.006474,-0.005318655,Scan Off,Scan Off,Scan Off,Scan Off,991.059,54.0913,0.0811535,66.8107,Scan Off,54.9191
34568.0,875.9843,129.375,73.0958,0.0656254,5.725,33.2882,Scan Off,4833.51,4826.33,Scan Off,32.3161,9.006083,-0.005373332,Scan Off,Scan Off,Scan Off,Scan Off,986.856,54.0439,0.08109072,66.6961,Scan Off,54.9011
34569.0,882.7661,129.375,73.088,0.0656254,5.725,33.2882,Scan Off,4814.188,4827.85,Scan Off,32.3717,8.997557,-0.005428009,Scan Off,Scan Off,Scan Off,Scan Off,988.025,54.0359,0.08171426,66.2205,Scan Off,54.8983
34570.0,868.8093,129.375,73.088,0.0656254,5.725,33.2882,Scan Off,4807.9,4829.37,Scan Off,32.194,8.992324,-0.005482685,Scan Off,Scan Off,Scan Off,Scan Off,986.909,54.0667,0.0825254,66.7113,Scan Off,54.89653
